0.82 0.0234195916892 0.84 0.0210663954423 0.11685374079 0.993149134452 
0.84 0.0210663954423 0.86 0.0186546291332 0.119720993212 0.992807576414 
0.86 0.0186546291332 0.88 0.0161831388734 0.122641651353 0.992451019121 
0.88 0.0161831388734 0.9 0.0136504867147 0.125629329541 0.992077250802 
0.9 0.0136504867147 0.92 0.011054954159 0.128697393896 0.99168391174 
0.92 0.011054954159 0.94 0.00839454532643 0.131858971794 0.991268486111 
0.94 0.00839454532643 0.96 0.00566698982216 0.135126958147 0.990828292482 
0.96 0.00566698982216 0.98 0.0028697453352 0.138514018671 0.990360473076 
0.98 0.0028697453352 1.0 -1.66533453694e-17 0.142032590259 0.989861981947 
1.0 1.66533453694e-17 0.98 -0.0028697453352 0.142032590259 -0.989861981947 
0.98 -0.0028697453352 0.96 -0.00566698982216 0.138514018671 -0.990360473076 
0.96 -0.00566698982216 0.94 -0.00839454532643 0.135126958147 -0.990828292482 
0.94 -0.00839454532643 0.92 -0.011054954159 0.131858971794 -0.991268486111 
0.92 -0.011054954159 0.9 -0.0136504867147 0.128697393896 -0.99168391174 
0.9 -0.0136504867147 0.88 -0.0161831388734 0.125629329541 -0.992077250802 
0.88 -0.0161831388734 0.86 -0.0186546291332 0.122641651353 -0.992451019121 
0.86 -0.0186546291332 0.84 -0.0210663954423 0.119720993212 -0.992807576414 
0.84 -0.0210663954423 0.82 -0.0234195916892 0.11685374079 -0.993149134452 
0.82 -0.0234195916892 0.8 -0.0257150838047 0.114026018683 -0.993477763749 
0.8 -0.0257150838047 0.78 -0.0279534454232 0.111223673846 -0.993795398649 
0.78 -0.0279534454232 0.76 -0.0301349530389 0.108432254964 -0.994103840694 
0.76 -0.0301349530389 0.74 -0.0322595805855 0.105636987291 -0.994404760103 
0.74 -0.0322595805855 0.72 -0.0343269933511 0.10282274239 -0.994699695208 
0.72 -0.0343269933511 0.7 -0.0363365411268 0.0999740020561 -0.994990049655 
0.7 -0.0363365411268 0.68 -0.0382872504679 0.0970748155447 -0.995277087141 
0.68 -0.0382872504679 0.66 -0.0401778159226 0.0941087490203 -0.995561923417 
0.66 -0.0401778159226 0.64 -0.0420065900544 0.091058825878 -0.995845515243 
0.64 -0.0420065900544 0.62 -0.04377157205 0.0879074562659 -0.996128645875 
0.62 -0.04377157205 0.6 -0.0454703946587 0.0846363537227 -0.996411906607 
0.6 -0.0454703946587 0.58 -0.0471003091543 0.0812264363153 -0.996695673736 
0.58 -0.0471003091543 0.56 -0.0486581679424 0.0776577089731 -0.996980080161 
0.56 -0.0486581679424 0.54 -0.0501404043442 0.0739091228273 -0.997264980616 
0.54 -0.0501404043442 0.52 -0.0515430089766 0.0699584061874 -0.997549909229 
0.52 -0.0515430089766 0.5 -0.0528615020006 0.0657818602296 -0.997834027714 
0.5 -0.0528615020006 0.48 -0.0540909003185 0.0613541103848 -0.998116061958 
0.48 -0.0540909003185 0.46 -0.0552256785498 0.0566478015825 -0.99839422403 
0.46 -0.0552256785498 0.44 -0.0562597222772 0.051633221629 -0.998666115588 
0.44 -0.0562597222772 0.42 -0.0571862716078 0.0462778316191 -0.998928607209 
0.42 -0.0571862716078 0.4 -0.0579978524765 0.0405456747178 -0.999177686031 
0.4 -0.0579978524765 0.38 -0.0586861922713 0.0343966238673 -0.999408261056 
0.38 -0.0586861922713 0.36 -0.0592421151744 0.027785413366 -0.99961391087 
0.36 -0.0592421151744 0.34 -0.0596554109172 0.0206603762739 -0.999786551646 
0.34 -0.0596554109172 0.32 -0.0599146681989 0.0129617751085 -0.999915992664 
0.32 -0.0599146681989 0.3 -0.060007060394 0.00461956046337 -0.999989329774 
0.3 -0.060007060394 0.28 -0.059918065701 -0.00444969059603 -0.999990100078 
0.28 -0.059918065701 0.26 -0.0596310954135 -0.0143470375663 -0.99989707596 
0.26 -0.0596310954135 0.24 -0.0591269905143 -0.0251972422749 -0.999682499087 
0.24 -0.0591269905143 0.22 -0.0583833246559 -0.0371576147834 -0.99930941738 
0.22 -0.0583833246559 0.2 -0.0573734139024 -0.0504312837825 -0.998727533222 
0.2 -0.0573734139024 0.18 -0.0560648666787 -0.0652877704375 -0.997866477557 
0.18 -0.0560648666787 0.16 -0.0544173825024 -0.0820961475899 -0.996624413985 
0.16 -0.0544173825024 0.14 -0.0523792608224 -0.101381030237 -0.994847670102 
0.14 -0.0523792608224 0.12 -0.0498815549145 -0.123922664435 -0.992291879055 
0.12 -0.0498815549145 0.1 -0.0468275782382 -0.150949138877 -0.988541530474 
0.1 -0.0468275782382 0.08 -0.0430722476866 -0.184541582422 -0.982824706831 
0.08 -0.0430722476866 0.06 -0.0383757939643 -0.228604439076 -0.973519393969 
0.06 -0.0383757939643 0.04 -0.0322772219904 -0.291670000446 -0.956519007046 
0.04 -0.0322772219904 0.02 -0.0235977710945 -0.398101054284 -0.917341567017 
0.02 -0.0235977710945 0.0 -0.0 -0.762865481142 -0.646557234653 
